PayerAccountId,LinkedAccountId,CostBeforeTax,,,,AWS Account ID,AWS Account ID,2019/Mar Cost
562177971195,775624215617,0,,,,320506598234,320506598234,30968.24211
562177971195,775624215617,0.149244,,,,619144211398,619144211398,23791.93075
562177971195,775624215617,0,,,,559656702104,559656702104,10964.76992
562177971195,775624215617,0,,,,775624215617,775624215617,833.987414
562177971195,775624215617,124.992,,,,775671373933,775671373933,3623.304052
562177971195,775624215617,0,,,,775725814468,775725814468,9217.821644
562177971195,775624215617,249.984,,,,490264792475,490264792475,17267.7968
562177971195,775624215617,0,,,,490628216521,490628216521,9474.716194
562177971195,775624215617,0,,,,490698483665,490698483665,16690.08568
562177971195,775624215617,0,,,,851996978850,851996978850,0
562177971195,775624215617,0.085841,,,,852101787617,852101787617,10103.68301
562177971195,775624215617,62.496,,,,852257742905,852257742905,40450.05515
562177971195,775624215617,0.000075,,,,624604182838,624604182838,14115.4413
562177971195,775624215617,0,,,,,,
562177971195,775624215617,236.168,,,,,,
562177971195,775624215617,38.791998,,,,,,
562177971195,775624215617,3.272001,,,,,,
562177971195,775624215617,0.010808,,,,,,
562177971195,775624215617,1.855522,,,,,,
562177971195,775624215617,116.064,,,,,,
562177971195,775624215617,0.057492,,,,,,
562177971195,775624215617,0.049025,,,,,,
562177971195,775624215617,0.011408,,,,,,
562177971195,490628216521,2.253018,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,1547.52,,,,,,
562177971195,490628216521,0.004727,,,,,,
562177971195,490628216521,457.56,,,,,,
562177971195,490628216521,386.88,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,386.88,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0.000222,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0.000001,,,,,,
562177971195,490628216521,171.999997,,,,,,
562177971195,490628216521,4431.264,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0,,,,,,
562177971195,490628216521,0.027078,,,,,,
562177971195,490628216521,812.448,,,,,,
562177971195,490628216521,10.91613,,,,,,
562177971195,490628216521,0.02869,,,,,,
562177971195,490628216521,522.200003,,,,,,
562177971195,490628216521,24.552,,,,,,
562177971195,490628216521,635.376,,,,,,
562177971195,490628216521,83.998228,,,,,,
562177971195,490628216521,0.256063,,,,,,
562177971195,490628216521,0.024237,,,,,,
562177971195,490628216521,0.524306,,,,,,
562177971195,490628216521,0.003494,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,17.82,,,,,,
562177971195,852257742905,1240.92,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,849.896593,,,,,,
562177971195,852257742905,50.390292,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,21597.675,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,0.001154,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,25.379029,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,3.477572,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,171.999997,,,,,,
562177971195,852257742905,10.063902,,,,,,
562177971195,852257742905,4431.264,,,,,,
562177971195,852257742905,325.572,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,105.929266,,,,,,
562177971195,852257742905,156.88,,,,,,
562177971195,852257742905,7753.469864,,,,,,
562177971195,852257742905,161.539242,,,,,,
562177971195,852257742905,50.274004,,,,,,
562177971195,852257742905,1518.601986,,,,,,
562177971195,852257742905,114.517089,,,,,,
562177971195,852257742905,0.123744,,,,,,
562177971195,852257742905,633.888,,,,,,
562177971195,852257742905,0,,,,,,
562177971195,852257742905,569.515532,,,,,,
562177971195,852257742905,635.376,,,,,,
562177971195,852257742905,0.007784,,,,,,
562177971195,852257742905,0.215586,,,,,,
562177971195,852257742905,25.257515,,,,,,
562177971195,775671373933,124.992,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,110.112,,,,,,
562177971195,775671373933,805.008,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,329.1456,,,,,,
562177971195,775671373933,124.992,,,,,,
562177971195,775671373933,0.285758,,,,,,
562177971195,775671373933,0.089731,,,,,,
562177971195,775671373933,386.88,,,,,,
562177971195,775671373933,62.496,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0.48155,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,0,,,,,,
562177971195,775671373933,17.2,,,,,,
562177971195,775671373933,0.032645,,,,,,
562177971195,775671373933,24.552,,,,,,
562177971195,775671373933,1.361688,,,,,,
562177971195,775671373933,635.376,,,,,,
562177971195,775671373933,0.007438,,,,,,
562177971195,775671373933,71.616001,,,,,,
562177971195,775671373933,928.512,,,,,,
562177971195,775671373933,0.105916,,,,,,
562177971195,775671373933,0.057429,,,,,,
562177971195,775671373933,0.000296,,,,,,
562177971195,490698483665,13,,,,,,
562177971195,490698483665,3103.968,,,,,,
562177971195,490698483665,799.056,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0.000139,,,,,,
562177971195,490698483665,17.838764,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,18.74,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,1721.5416,,,,,,
562177971195,490698483665,124.985814,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0.000059,,,,,,
562177971195,490698483665,5.621409,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,44.693325,,,,,,
562177971195,490698483665,14.975213,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,0.157888,,,,,,
562177971195,490698483665,1383.84,,,,,,
562177971195,490698483665,0.001804,,,,,,
562177971195,490698483665,0,,,,,,
562177971195,490698483665,171.999997,,,,,,
562177971195,490698483665,0.771112,,,,,,
562177971195,490698483665,0.953283,,,,,,
562177971195,490698483665,0.572711,,,,,,
562177971195,490698483665,2.712706,,,,,,
562177971195,490698483665,633.462,,,,,,
562177971195,490698483665,4588.668727,,,,,,
562177971195,490698483665,1392.768,,,,,,
562177971195,490698483665,157.516,,,,,,
562177971195,490698483665,14.25958,,,,,,
562177971195,490698483665,23.08921,,,,,,
562177971195,490698483665,1819.516336,,,,,,
562177971195,490698483665,635.376,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,7.468561,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,10.14,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,124.992,,,,,,
562177971195,624604182838,4.3152,,,,,,
562177971195,624604182838,999.936,,,,,,
562177971195,624604182838,0.000092,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,441.936,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,386.88,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,220.968,,,,,,
562177971195,624604182838,4.275786,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,1532.64,,,,,,
562177971195,624604182838,21.576,,,,,,
562177971195,624604182838,228.408,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,1934.4,,,,,,
562177971195,624604182838,62.496,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,499.968,,,,,,
562177971195,624604182838,52,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,30.720353,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,5.297034,,,,,,
562177971195,624604182838,0.793069,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,171.999997,,,,,,
562177971195,624604182838,171.999997,,,,,,
562177971195,624604182838,1657.632,,,,,,
562177971195,624604182838,0.439335,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,0.077439,,,,,,
562177971195,624604182838,1.30489,,,,,,
562177971195,624604182838,0.042735,,,,,,
562177971195,624604182838,0.704601,,,,,,
562177971195,624604182838,1270.752,,,,,,
562177971195,624604182838,928.512,,,,,,
562177971195,624604182838,2.975369,,,,,,
562177971195,624604182838,176.487033,,,,,,
562177971195,624604182838,0,,,,,,
562177971195,624604182838,1291.350065,,,,,,
562177971195,624604182838,1871.46,,,,,,
562177971195,624604182838,0.493742,,,,,,
562177971195,880239874134,0,,,,,,
562177971195,880239874134,186.368814,,,,,,
562177971195,880239874134,9.861064,,,,,,
562177971195,880239874134,0.20313,,,,,,
562177971195,880239874134,23.657822,,,,,,
562177971195,880239874134,11.47485,,,,,,
562177971195,880239874134,6.76793,,,,,,
562177971195,880239874134,30.505941,,,,,,
562177971195,812415203029,0.000024,,,,,,
562177971195,775725814468,773.76,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,1610.016,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,386.88,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,62.496,,,,,,
562177971195,775725814468,110.112,,,,,,
562177971195,775725814468,0.449589,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,2.84,,,,,,
562177971195,775725814468,0.000041,,,,,,
562177971195,775725814468,37.31196,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,62.496,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,1547.52,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,1.926192,,,,,,
562177971195,775725814468,0,,,,,,
562177971195,775725814468,1657.632,,,,,,
562177971195,775725814468,68.799999,,,,,,
562177971195,775725814468,0.846442,,,,,,
562177971195,775725814468,0.085936,,,,,,
562177971195,775725814468,1045.32,,,,,,
562177971195,775725814468,464.256,,,,,,
562177971195,775725814468,8.18,,,,,,
562177971195,775725814468,0.019238,,,,,,
562177971195,775725814468,158.472,,,,,,
562177971195,775725814468,738.539999,,,,,,
562177971195,775725814468,157.622,,,,,,
562177971195,775725814468,1.046307,,,,,,
562177971195,775725814468,317.688,,,,,,
562177971195,775725814468,1.633708,,,,,,
562177971195,775725814468,0.381447,,,,,,
562177971195,775725814468,1.490786,,,,,,
562177971195,562177971195,0.072496,,,,,,
562177971195,562177971195,0.006818,,,,,,
562177971195,562177971195,0.001869,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,935.657583,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,312.48,,,,,,
562177971195,559656702104,0.000039,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,676.296,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,180.392571,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,249.984,,,,,,
562177971195,559656702104,1547.52,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,499.968,,,,,,
562177971195,559656702104,0.000005,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,2.02,,,,,,
562177971195,559656702104,794.002751,,,,,,
562177971195,559656702104,1.494592,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,635.376,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,72.512711,,,,,,
562177971195,559656702104,146.913651,,,,,,
562177971195,559656702104,0,,,,,,
562177971195,559656702104,79.205821,,,,,,
562177971195,559656702104,3518.136001,,,,,,
562177971195,559656702104,73.623,,,,,,
562177971195,559656702104,81.408,,,,,,
562177971195,559656702104,812.448,,,,,,
562177971195,559656702104,46.296528,,,,,,
562177971195,559656702104,1.143576,,,,,,
562177971195,559656702104,0.047948,,,,,,
562177971195,559656702104,0.021785,,,,,,
562177971195,559656702104,297.82136,,,,,,
562177971195,356102967718,0.986,,,,,,
562177971195,356102967718,0.364076,,,,,,
562177971195,356102967718,4.93,,,,,,
562177971195,356102967718,0.028422,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0.000005,,,,,,
562177971195,356102967718,49.931933,,,,,,
562177971195,356102967718,309.097533,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0.000005,,,,,,
562177971195,356102967718,0.000418,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,25.245387,,,,,,
562177971195,356102967718,0.014781,,,,,,
562177971195,356102967718,116.064,,,,,,
562177971195,356102967718,6.128,,,,,,
562177971195,356102967718,315.126,,,,,,
562177971195,356102967718,0.214123,,,,,,
562177971195,356102967718,190.582553,,,,,,
562177971195,356102967718,1.663364,,,,,,
562177971195,356102967718,1.711508,,,,,,
562177971195,356102967718,0,,,,,,
562177971195,356102967718,0.000244,,,,,,
562177971195,356102967718,0.004496,,,,,,
562177971195,356102967718,0.000083,,,,,,
562177971195,490264792475,386.88,,,,,,
562177971195,490264792475,386.88,,,,,,
562177971195,490264792475,0,,,,,,
562177971195,490264792475,0,,,,,,
562177971195,490264792475,0,,,,,,
562177971195,490264792475,1.479743,,,,,,
562177971195,490264792475,2.115402,,,,,,
562177971195,490264792475,0.004835,,,,,,
562177971195,490264792475,0.012409,,,,,,
