PayerAccountId,LinkedAccountId,CostBeforeTax,,,,AWS Account ID,AWS Account ID,2019/Mar Cost
562177971195,490264792475,0,,,,,,
562177971195,490264792475,471.018044,,,,,,
562177971195,490264792475,0,,,,,,
562177971195,490264792475,0.096221,,,,,,
562177971195,490264792475,0.000007,,,,,,
562177971195,490264792475,0,,,,,,
562177971195,490264792475,0.003308,,,,,,
562177971195,490264792475,85.999999,,,,,,
562177971195,490264792475,828.816,,,,,,
562177971195,490264792475,0.025655,,,,,,
562177971195,490264792475,0,,,,,,
562177971195,490264792475,3748.997985,,,,,,
562177971195,490264792475,0.007264,,,,,,
562177971195,490264792475,647.615,,,,,,
562177971195,490264792475,317.688,,,,,,
562177971195,490264792475,116.064,,,,,,
562177971195,490264792475,229.611511,,,,,,
562177971195,490264792475,1874.209624,,,,,,
562177971195,490264792475,21.676232,,,,,,
562177971195,490264792475,24.552,,,,,,
562177971195,490264792475,0.101993,,,,,,
562177971195,490264792475,78.864,,,,,,
562177971195,490264792475,3457.090024,,,,,,
562177971195,490264792475,1522.091158,,,,,,
562177971195,490264792475,3044.267632,,,,,,
562177971195,490264792475,21.244884,,,,,,
562177971195,490264792475,0.017667,,,,,,
562177971195,490264792475,0.008601,,,,,,
562177971195,490264792475,0.3576,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,1.980898,,,,,,
562177971195,852101787617,438.498,,,,,,
562177971195,852101787617,0.419962,,,,,,
562177971195,852101787617,7.684315,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0.000287,,,,,,
562177971195,852101787617,2.889292,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,996.531208,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0.978494,,,,,,
562177971195,852101787617,828.816,,,,,,
562177971195,852101787617,2215.632,,,,,,
562177971195,852101787617,171.999997,,,,,,
562177971195,852101787617,0,,,,,,
562177971195,852101787617,0.086559,,,,,,
562177971195,852101787617,78.651008,,,,,,
562177971195,852101787617,232.128,,,,,,
562177971195,852101787617,5.714777,,,,,,
562177971195,852101787617,635.376,,,,,,
562177971195,852101787617,709.716483,,,,,,
562177971195,852101787617,197.062867,,,,,,
562177971195,852101787617,33.496,,,,,,
562177971195,852101787617,3545.803183,,,,,,
562177971195,852101787617,0.11073,,,,,,
562177971195,852101787617,0.099559,,,,,,
562177971195,852101787617,0.005706,,,,,,
562177971195,852101787617,0.001682,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0.015007,,,,,,
562177971195,619144211398,6.2,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,4.362601,,,,,,
562177971195,619144211398,1610.016,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,457.56,,,,,,
562177971195,619144211398,908.261883,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0.000028,,,,,,
562177971195,619144211398,0.750115,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,3.775509,,,,,,
562177971195,619144211398,17.513441,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,516.095557,,,,,,
562177971195,619144211398,0.024861,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,0,,,,,,
562177971195,619144211398,822.864,,,,,,
562177971195,619144211398,457.56,,,,,,
562177971195,619144211398,85.999999,,,,,,
562177971195,619144211398,171.999997,,,,,,
562177971195,619144211398,65.054567,,,,,,
562177971195,619144211398,157.622,,,,,,
562177971195,619144211398,2236.507999,,,,,,
562177971195,619144211398,50.659744,,,,,,
562177971195,619144211398,24.552,,,,,,
562177971195,619144211398,4119.846,,,,,,
562177971195,619144211398,1160.64,,,,,,
562177971195,619144211398,6878.88,,,,,,
562177971195,619144211398,98.58,,,,,,
562177971195,619144211398,3874.752,,,,,,
562177971195,619144211398,1.481604,,,,,,
562177971195,619144211398,0.116829,,,,,,
562177971195,619144211398,0.006375,,,,,,
562177971195,619144211398,2.657038,,,,,,
562177971195,619144211398,57.575597,,,,,,
562177971195,320506598234,8924.605518,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,1147.248,,,,,,
562177971195,320506598234,4596.432,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,999.936,,,,,,
562177971195,320506598234,773.76,,,,,,
562177971195,320506598234,166.656,,,,,,
562177971195,320506598234,0.00424,,,,,,
562177971195,320506598234,1.922804,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,2336.904,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,73.794774,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,62.496,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,441.936,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,11.78,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,2342.675262,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0.874784,,,,,,
562177971195,320506598234,0.461485,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0.000301,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,9.624446,,,,,,
562177971195,320506598234,0.157333,,,,,,
562177971195,320506598234,5.024192,,,,,,
562177971195,320506598234,5.584949,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,171.999997,,,,,,
562177971195,320506598234,60.199999,,,,,,
562177971195,320506598234,178.092,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,320506598234,1.882508,,,,,,
562177971195,320506598234,2.175516,,,,,,
562177971195,320506598234,12.089958,,,,,,
562177971195,320506598234,1580.559807,,,,,,
562177971195,320506598234,1.292392,,,,,,
562177971195,320506598234,1624.896,,,,,,
562177971195,320506598234,628.530403,,,,,,
562177971195,320506598234,451.255961,,,,,,
562177971195,320506598234,1876.70313,,,,,,
562177971195,320506598234,3.7811,,,,,,
562177971195,320506598234,636.657,,,,,,
562177971195,320506598234,35.404,,,,,,
562177971195,320506598234,232.128,,,,,,
562177971195,320506598234,130.569,,,,,,
562177971195,320506598234,1429.367859,,,,,,
562177971195,320506598234,8.77939,,,,,,
562177971195,320506598234,0,,,,,,
562177971195,562177971195,13868.03,,,,,,
